query id	subject id	identity	alignment length	q. start	q. end	s. start	s. end	evalue	strand	transcript_id	gene_symbol
Pair9_3	ENST00000544455.6	100.0	22	1	22	124	103	0.000121	minus	ENST00000544455.6	BRCA2
Pair10_5	ENST00000544455.6	100.0	28	1	28	44	71	6.36e-08	plus	ENST00000544455.6	BRCA2
Pair10_3	ENST00000544455.6	100.0	22	1	22	125	104	0.000121	minus	ENST00000544455.6	BRCA2
Pair11_5	ENST00000544455.6	100.0	28	1	28	44	71	6.36e-08	plus	ENST00000544455.6	BRCA2
Pair11_3	ENST00000544455.6	100.0	22	1	22	176	155	0.000121	minus	ENST00000544455.6	BRCA2
Pair12_5	ENST00000544455.6	100.0	29	1	29	42	70	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair12_3	ENST00000544455.6	100.0	21	1	21	130	110	0.000398	minus	ENST00000544455.6	BRCA2
Pair13_5	ENST00000544455.6	100.0	29	1	29	43	71	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair13_3	ENST00000544455.6	100.0	22	1	22	123	102	0.000121	minus	ENST00000544455.6	BRCA2
Pair14_5	ENST00000544455.6	100.0	29	1	29	43	71	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair14_3	ENST00000544455.6	100.0	22	1	22	124	103	0.000121	minus	ENST00000544455.6	BRCA2
Pair15_5	ENST00000544455.6	100.0	29	1	29	43	71	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair15_3	ENST00000544455.6	100.0	22	1	22	125	104	0.000121	minus	ENST00000544455.6	BRCA2
Pair16_5	ENST00000544455.6	100.0	29	1	29	43	71	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair16_3	ENST00000544455.6	100.0	22	1	22	176	155	0.000121	minus	ENST00000544455.6	BRCA2
Pair17_5	ENST00000544455.6	100.0	30	1	30	42	71	4.75e-09	plus	ENST00000544455.6	BRCA2
Pair17_3	ENST00000544455.6	100.0	20	1	20	129	110	0.002	minus	ENST00000544455.6	BRCA2
Pair18_5	ENST00000544455.6	100.0	30	1	30	41	70	4.75e-09	plus	ENST00000544455.6	BRCA2
Pair18_3	ENST00000544455.6	100.0	21	1	21	130	110	0.000398	minus	ENST00000544455.6	BRCA2
Pair19_5	ENST00000544455.6	100.0	28	1	28	44	71	6.36e-08	plus	ENST00000544455.6	BRCA2
Pair19_3	ENST00000544455.6	100.0	23	1	23	132	110	3.57e-05	minus	ENST00000544455.6	BRCA2
Pair20_5	ENST00000544455.6	100.0	29	1	29	42	70	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair20_3	ENST00000544455.6	100.0	22	1	22	131	110	0.000121	minus	ENST00000544455.6	BRCA2
Pair21_5	ENST00000544455.6	100.0	28	1	28	44	71	6.36e-08	plus	ENST00000544455.6	BRCA2
Pair21_3	ENST00000544455.6	100.0	22	1	22	134	113	0.000121	minus	ENST00000544455.6	BRCA2
Pair22_5	ENST00000544455.6	100.0	28	1	28	44	71	6.36e-08	plus	ENST00000544455.6	BRCA2
Pair22_3	ENST00000544455.6	100.0	22	1	22	130	109	0.000121	minus	ENST00000544455.6	BRCA2
Pair23_5	ENST00000544455.6	100.0	29	1	29	43	71	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair23_3	ENST00000544455.6	100.0	23	1	23	132	110	3.57e-05	minus	ENST00000544455.6	BRCA2
Pair24_5	ENST00000544455.6	100.0	30	1	30	41	70	4.75e-09	plus	ENST00000544455.6	BRCA2
Pair24_3	ENST00000544455.6	100.0	22	1	22	131	110	0.000121	minus	ENST00000544455.6	BRCA2
Pair25_5	ENST00000544455.6	100.0	29	1	29	43	71	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair25_3	ENST00000544455.6	100.0	22	1	22	134	113	0.000121	minus	ENST00000544455.6	BRCA2
Pair26_5	ENST00000544455.6	100.0	29	1	29	43	71	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair26_3	ENST00000544455.6	100.0	22	1	22	130	109	0.000121	minus	ENST00000544455.6	BRCA2
Pair27_5	ENST00000544455.6	100.0	30	1	30	42	71	4.75e-09	plus	ENST00000544455.6	BRCA2
Pair27_3	ENST00000544455.6	100.0	21	1	21	130	110	0.000398	minus	ENST00000544455.6	BRCA2
Pair28_5	ENST00000544455.6	100.0	29	1	29	42	70	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair28_3	ENST00000544455.6	100.0	22	1	22	123	102	0.000121	minus	ENST00000544455.6	BRCA2
Pair29_5	ENST00000544455.6	100.0	29	1	29	42	70	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair29_3	ENST00000544455.6	100.0	22	1	22	124	103	0.000121	minus	ENST00000544455.6	BRCA2
Pair30_5	ENST00000544455.6	100.0	29	1	29	42	70	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair30_3	ENST00000544455.6	100.0	22	1	22	125	104	0.000121	minus	ENST00000544455.6	BRCA2
Pair31_5	ENST00000544455.6	100.0	29	1	29	42	70	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair31_3	ENST00000544455.6	100.0	22	1	22	176	155	0.000121	minus	ENST00000544455.6	BRCA2
Pair32_5	ENST00000544455.6	100.0	28	1	28	44	71	6.36e-08	plus	ENST00000544455.6	BRCA2
Pair32_3	ENST00000544455.6	100.0	23	1	23	177	155	3.57e-05	minus	ENST00000544455.6	BRCA2
Pair33_5	ENST00000544455.6	100.0	30	1	30	41	70	4.75e-09	plus	ENST00000544455.6	BRCA2
Pair33_3	ENST00000544455.6	100.0	22	1	22	123	102	0.000121	minus	ENST00000544455.6	BRCA2
Pair34_5	ENST00000544455.6	100.0	30	1	30	41	70	4.75e-09	plus	ENST00000544455.6	BRCA2
Pair34_3	ENST00000544455.6	100.0	22	1	22	124	103	0.000121	minus	ENST00000544455.6	BRCA2
Pair35_5	ENST00000544455.6	100.0	30	1	30	41	70	4.75e-09	plus	ENST00000544455.6	BRCA2
Pair35_3	ENST00000544455.6	100.0	22	1	22	125	104	0.000121	minus	ENST00000544455.6	BRCA2
Pair36_5	ENST00000544455.6	100.0	28	1	28	44	71	6.36e-08	plus	ENST00000544455.6	BRCA2
Pair36_3	ENST00000544455.6	100.0	23	1	23	126	104	3.57e-05	minus	ENST00000544455.6	BRCA2
Pair37_5	ENST00000544455.6	100.0	29	1	29	43	71	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair37_3	ENST00000544455.6	100.0	23	1	23	177	155	3.57e-05	minus	ENST00000544455.6	BRCA2
Pair38_5	ENST00000544455.6	100.0	30	1	30	42	71	4.75e-09	plus	ENST00000544455.6	BRCA2
Pair38_3	ENST00000544455.6	100.0	22	1	22	131	110	0.000121	minus	ENST00000544455.6	BRCA2
Pair39_5	ENST00000544455.6	100.0	30	1	30	41	70	4.75e-09	plus	ENST00000544455.6	BRCA2
Pair39_3	ENST00000544455.6	100.0	22	1	22	176	155	0.000121	minus	ENST00000544455.6	BRCA2
Pair40_5	ENST00000544455.6	100.0	29	1	29	43	71	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair40_3	ENST00000544455.6	100.0	23	1	23	126	104	3.57e-05	minus	ENST00000544455.6	BRCA2
Pair41_5	ENST00000544455.6	100.0	29	1	29	42	70	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair41_3	ENST00000544455.6	100.0	23	1	23	132	110	3.57e-05	minus	ENST00000544455.6	BRCA2
Pair42_5	ENST00000544455.6	100.0	29	1	29	42	70	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair42_3	ENST00000544455.6	100.0	22	1	22	134	113	0.000121	minus	ENST00000544455.6	BRCA2
Pair43_5	ENST00000544455.6	100.0	29	1	29	42	70	1.74e-08	plus	ENST00000544455.6	BRCA2
Pair43_3	ENST00000544455.6	100.0	22	1	22	130	109	0.000121	minus	ENST00000544455.6	BRCA2
Pair44_5	ENST00000544455.6	100.0	31	1	31	40	70	1.29e-09	plus	ENST00000544455.6	BRCA2
Pair44_3	ENST00000544455.6	100.0	20	1	20	129	110	0.002	minus	ENST00000544455.6	BRCA2
Pair45_5	ENST00000544455.6	100.0	30	1	30	42	71	4.75e-09	plus	ENST00000544455.6	BRCA2
Pair45_3	ENST00000544455.6	100.0	22	1	22	123	102	0.000121	minus	ENST00000544455.6	BRCA2
Pair46_5	ENST00000544455.6	100.0	30	1	30	42	71	4.75e-09	plus	ENST00000544455.6	BRCA2
Pair46_3	ENST00000544455.6	100.0	22	1	22	124	103	0.000121	minus	ENST00000544455.6	BRCA2
Pair47_5	ENST00000544455.6	100.0	30	1	30	42	71	4.75e-09	plus	ENST00000544455.6	BRCA2
Pair47_3	ENST00000544455.6	100.0	22	1	22	125	104	0.000121	minus	ENST00000544455.6	BRCA2
Pair48_5	ENST00000544455.6	100.0	30	1	30	41	70	4.75e-09	plus	ENST00000544455.6	BRCA2
Pair48_3	ENST00000544455.6	100.0	23	1	23	132	110	3.57e-05	minus	ENST00000544455.6	BRCA2
Pair49_5	ENST00000544455.6	100.0	28	1	28	44	71	6.36e-08	plus	ENST00000544455.6	BRCA2
Pair49_3	ENST00000544455.6	100.0	21	1	21	129	109	0.000398	minus	ENST00000544455.6	BRCA2
Pair50_5	ENST00000544455.6	100.0	20	1	20	8	27	0.002	plus	ENST00000544455.6	BRCA2
Pair50_3	ENST00000544455.6	100.0	20	1	20	129	110	0.002	minus	ENST00000544455.6	BRCA2
Pair51_5	ENST00000544455.6	100.0	21	1	21	7	27	0.000398	plus	ENST00000544455.6	BRCA2
Pair51_3	ENST00000544455.6	100.0	20	1	20	129	110	0.002	minus	ENST00000544455.6	BRCA2
Pair52_5	ENST00000544455.6	100.0	20	1	20	8	27	0.002	plus	ENST00000544455.6	BRCA2
Pair52_3	ENST00000544455.6	100.0	21	1	21	130	110	0.000398	minus	ENST00000544455.6	BRCA2
Pair53_5	ENST00000544455.6	100.0	21	1	21	2	22	0.000398	plus	ENST00000544455.6	BRCA2
Pair53_3	ENST00000544455.6	100.0	20	1	20	129	110	0.002	minus	ENST00000544455.6	BRCA2
Pair54_5	ENST00000544455.6	100.0	20	1	20	8	27	0.002	plus	ENST00000544455.6	BRCA2
Pair54_3	ENST00000544455.6	100.0	22	1	22	131	110	0.000121	minus	ENST00000544455.6	BRCA2
Pair55_5	ENST00000544455.6	100.0	21	1	21	7	27	0.000398	plus	ENST00000544455.6	BRCA2
Pair55_3	ENST00000544455.6	100.0	21	1	21	130	110	0.000398	minus	ENST00000544455.6	BRCA2
Pair56_5	ENST00000544455.6	100.0	21	1	21	2	22	0.000398	plus	ENST00000544455.6	BRCA2
Pair56_3	ENST00000544455.6	100.0	21	1	21	130	110	0.000398	minus	ENST00000544455.6	BRCA2
Pair57_5	ENST00000544455.6	100.0	21	1	21	7	27	0.000398	plus	ENST00000544455.6	BRCA2
Pair57_3	ENST00000544455.6	100.0	22	1	22	131	110	0.000121	minus	ENST00000544455.6	BRCA2
Pair58_5	ENST00000544455.6	100.0	20	1	20	8	27	0.002	plus	ENST00000544455.6	BRCA2
Pair58_3	ENST00000544455.6	100.0	22	1	22	123	102	0.000121	minus	ENST00000544455.6	BRCA2
Pair59_5	ENST00000544455.6	100.0	20	1	20	8	27	0.002	plus	ENST00000544455.6	BRCA2
Pair59_3	ENST00000544455.6	100.0	22	1	22	124	103	0.000121	minus	ENST00000544455.6	BRCA2
Pair60_5	ENST00000544455.6	100.0	20	1	20	8	27	0.002	plus	ENST00000544455.6	BRCA2
Pair60_3	ENST00000544455.6	100.0	22	1	22	125	104	0.000121	minus	ENST00000544455.6	BRCA2
Pair61_5	ENST00000544455.6	100.0	20	1	20	8	27	0.002	plus	ENST00000544455.6	BRCA2
Pair61_3	ENST00000544455.6	100.0	22	1	22	176	155	0.000121	minus	ENST00000544455.6	BRCA2
Pair62_5	ENST00000544455.6	100.0	21	1	21	2	22	0.000398	plus	ENST00000544455.6	BRCA2
Pair62_3	ENST00000544455.6	100.0	22	1	22	131	110	0.000121	minus	ENST00000544455.6	BRCA2
Pair63_5	ENST00000544455.6	100.0	21	1	21	7	27	0.000398	plus	ENST00000544455.6	BRCA2
Pair63_3	ENST00000544455.6	100.0	22	1	22	123	102	0.000121	minus	ENST00000544455.6	BRCA2
Pair64_5	ENST00000544455.6	100.0	21	1	21	7	27	0.000398	plus	ENST00000544455.6	BRCA2
Pair64_3	ENST00000544455.6	100.0	22	1	22	124	103	0.000121	minus	ENST00000544455.6	BRCA2
Pair65_5	ENST00000544455.6	100.0	21	1	21	7	27	0.000398	plus	ENST00000544455.6	BRCA2
Pair65_3	ENST00000544455.6	100.0	22	1	22	125	104	0.000121	minus	ENST00000544455.6	BRCA2
Pair66_5	ENST00000544455.6	100.0	22	1	22	1	22	0.000121	plus	ENST00000544455.6	BRCA2
Pair66_3	ENST00000544455.6	100.0	20	1	20	129	110	0.002	minus	ENST00000544455.6	BRCA2
Pair67_5	ENST00000544455.6	100.0	21	1	21	7	27	0.000398	plus	ENST00000544455.6	BRCA2
Pair67_3	ENST00000544455.6	100.0	22	1	22	176	155	0.000121	minus	ENST00000544455.6	BRCA2
Pair68_5	ENST00000544455.6	100.0	20	1	20	8	27	0.002	plus	ENST00000544455.6	BRCA2
Pair68_3	ENST00000544455.6	100.0	23	1	23	132	110	3.57e-05	minus	ENST00000544455.6	BRCA2
Pair69_5	ENST00000544455.6	100.0	22	1	22	32	53	0.000121	plus	ENST00000544455.6	BRCA2
Pair69_3	ENST00000544455.6	100.0	20	1	20	129	110	0.002	minus	ENST00000544455.6	BRCA2
Pair70_5	ENST00000544455.6	100.0	20	1	20	8	27	0.002	plus	ENST00000544455.6	BRCA2
Pair70_3	ENST00000544455.6	100.0	22	1	22	134	113	0.000121	minus	ENST00000544455.6	BRCA2
Pair71_5	ENST00000544455.6	100.0	20	1	20	8	27	0.002	plus	ENST00000544455.6	BRCA2
Pair71_3	ENST00000544455.6	100.0	22	1	22	130	109	0.000121	minus	ENST00000544455.6	BRCA2
Pair72_5	ENST00000544455.6	100.0	21	1	21	2	22	0.000398	plus	ENST00000544455.6	BRCA2
Pair72_3	ENST00000544455.6	100.0	22	1	22	123	102	0.000121	minus	ENST00000544455.6	BRCA2
Pair73_5	ENST00000544455.6	100.0	21	1	21	2	22	0.000398	plus	ENST00000544455.6	BRCA2
Pair73_3	ENST00000544455.6	100.0	22	1	22	124	103	0.000121	minus	ENST00000544455.6	BRCA2
Pair74_5	ENST00000544455.6	100.0	21	1	21	2	22	0.000398	plus	ENST00000544455.6	BRCA2
Pair74_3	ENST00000544455.6	100.0	22	1	22	125	104	0.000121	minus	ENST00000544455.6	BRCA2
Pair75_5	ENST00000544455.6	100.0	22	1	22	6	27	0.000121	plus	ENST00000544455.6	BRCA2
Pair75_3	ENST00000544455.6	100.0	20	1	20	129	110	0.002	minus	ENST00000544455.6	BRCA2
Pair76_5	ENST00000544455.6	100.0	21	1	21	7	27	0.000398	plus	ENST00000544455.6	BRCA2
Pair76_3	ENST00000544455.6	100.0	23	1	23	132	110	3.57e-05	minus	ENST00000544455.6	BRCA2
Pair77_5	ENST00000544455.6	100.0	22	1	22	1	22	0.000121	plus	ENST00000544455.6	BRCA2
Pair77_3	ENST00000544455.6	100.0	21	1	21	130	110	0.000398	minus	ENST00000544455.6	BRCA2
Pair78_5	ENST00000544455.6	100.0	21	1	21	7	27	0.000398	plus	ENST00000544455.6	BRCA2
Pair78_3	ENST00000544455.6	100.0	22	1	22	134	113	0.000121	minus	ENST00000544455.6	BRCA2
Pair79_5	ENST00000544455.6	100.0	21	1	21	7	27	0.000398	plus	ENST00000544455.6	BRCA2
Pair79_3	ENST00000544455.6	100.0	22	1	22	130	109	0.000121	minus	ENST00000544455.6	BRCA2
Pair80_5	ENST00000544455.6	100.0	20	1	20	8	27	0.002	plus	ENST00000544455.6	BRCA2
Pair80_3	ENST00000544455.6	100.0	23	1	23	177	155	3.57e-05	minus	ENST00000544455.6	BRCA2
Pair81_5	ENST00000544455.6	100.0	22	1	22	24	45	0.000121	plus	ENST00000544455.6	BRCA2
Pair81_3	ENST00000544455.6	100.0	20	1	20	129	110	0.002	minus	ENST00000544455.6	BRCA2
Pair82_5	ENST00000544455.6	100.0	22	1	22	32	53	0.000121	plus	ENST00000544455.6	BRCA2
Pair82_3	ENST00000544455.6	100.0	21	1	21	130	110	0.000398	minus	ENST00000544455.6	BRCA2
Pair83_5	ENST00000544455.6	100.0	20	1	20	8	27	0.002	plus	ENST00000544455.6	BRCA2
Pair83_3	ENST00000544455.6	100.0	23	1	23	126	104	3.57e-05	minus	ENST00000544455.6	BRCA2
Pair84_5	ENST00000544455.6	100.0	21	1	21	2	22	0.000398	plus	ENST00000544455.6	BRCA2
Pair84_3	ENST00000544455.6	100.0	23	1	23	132	110	3.57e-05	minus	ENST00000544455.6	BRCA2
Pair85_5	ENST00000544455.6	100.0	22	1	22	6	27	0.000121	plus	ENST00000544455.6	BRCA2
Pair85_3	ENST00000544455.6	100.0	21	1	21	130	110	0.000398	minus	ENST00000544455.6	BRCA2
Pair86_5	ENST00000544455.6	100.0	21	1	21	2	22	0.000398	plus	ENST00000544455.6	BRCA2
Pair86_3	ENST00000544455.6	100.0	22	1	22	134	113	0.000121	minus	ENST00000544455.6	BRCA2
Pair87_5	ENST00000544455.6	100.0	21	1	21	2	22	0.000398	plus	ENST00000544455.6	BRCA2
Pair87_3	ENST00000544455.6	100.0	22	1	22	130	109	0.000121	minus	ENST00000544455.6	BRCA2
Pair88_5	ENST00000544455.6	100.0	22	1	22	1	22	0.000121	plus	ENST00000544455.6	BRCA2
Pair88_3	ENST00000544455.6	100.0	22	1	22	131	110	0.000121	minus	ENST00000544455.6	BRCA2
Pair89_5	ENST00000544455.6	100.0	23	1	23	30	52	3.57e-05	plus	ENST00000544455.6	BRCA2
Pair89_3	ENST00000544455.6	100.0	20	1	20	129	110	0.002	minus	ENST00000544455.6	BRCA2
Pair90_5	ENST00000544455.6	100.0	23	1	23	29	51	3.57e-05	plus	ENST00000544455.6	BRCA2
Pair90_3	ENST00000544455.6	100.0	20	1	20	129	110	0.002	minus	ENST00000544455.6	BRCA2
Pair91_5	ENST00000544455.6	100.0	22	1	22	31	52	0.000121	plus	ENST00000544455.6	BRCA2
Pair91_3	ENST00000544455.6	100.0	20	1	20	129	110	0.002	minus	ENST00000544455.6	BRCA2
Pair92_5	ENST00000544455.6	100.0	22	1	22	32	53	0.000121	plus	ENST00000544455.6	BRCA2
Pair92_3	ENST00000544455.6	100.0	22	1	22	131	110	0.000121	minus	ENST00000544455.6	BRCA2
Pair93_5	ENST00000544455.6	100.0	21	1	21	7	27	0.000398	plus	ENST00000544455.6	BRCA2
Pair93_3	ENST00000544455.6	100.0	23	1	23	126	104	3.57e-05	minus	ENST00000544455.6	BRCA2
Pair94_5	ENST00000544455.6	100.0	22	1	22	24	45	0.000121	plus	ENST00000544455.6	BRCA2
Pair94_3	ENST00000544455.6	100.0	21	1	21	130	110	0.000398	minus	ENST00000544455.6	BRCA2
Pair95_5	ENST00000544455.6	100.0	22	1	22	6	27	0.000121	plus	ENST00000544455.6	BRCA2
Pair95_3	ENST00000544455.6	100.0	22	1	22	131	110	0.000121	minus	ENST00000544455.6	BRCA2
Pair96_5	ENST00000544455.6	100.0	20	1	20	8	27	0.002	plus	ENST00000544455.6	BRCA2
Pair96_3	ENST00000544455.6	100.0	21	1	21	129	109	0.000398	minus	ENST00000544455.6	BRCA2
Pair97_5	ENST00000544455.6	100.0	22	1	22	1	22	0.000121	plus	ENST00000544455.6	BRCA2
Pair97_3	ENST00000544455.6	100.0	22	1	22	123	102	0.000121	minus	ENST00000544455.6	BRCA2
Pair98_5	ENST00000544455.6	100.0	22	1	22	1	22	0.000121	plus	ENST00000544455.6	BRCA2
Pair98_3	ENST00000544455.6	100.0	22	1	22	124	103	0.000121	minus	ENST00000544455.6	BRCA2
Pair99_5	ENST00000544455.6	100.0	22	1	22	1	22	0.000121	plus	ENST00000544455.6	BRCA2
Pair99_3	ENST00000544455.6	100.0	22	1	22	125	104	0.000121	minus	ENST00000544455.6	BRCA2
Pair0_5	ENST00000616917.4	100.0	17	10	26	2775	2791	0.23	plus	ENST00000616917.4	ANP32E
Pair1_5	ENST00000616917.4	100.0	17	11	27	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair2_5	ENST00000616917.4	100.0	17	10	26	2775	2791	0.23	plus	ENST00000616917.4	ANP32E
Pair3_5	ENST00000616917.4	100.0	17	11	27	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair4_5	ENST00000616917.4	100.0	17	10	26	2775	2791	0.23	plus	ENST00000616917.4	ANP32E
Pair4_3	ENST00000616917.4	100.0	14	1	14	1988	2001	7.2	plus	ENST00000616917.4	ANP32E
Pair5_5	ENST00000616917.4	100.0	17	12	28	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair6_5	ENST00000616917.4	100.0	17	11	27	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair6_3	ENST00000616917.4	100.0	14	1	14	1988	2001	7.2	plus	ENST00000616917.4	ANP32E
Pair7_5	ENST00000616917.4	100.0	17	13	29	2775	2791	0.27	plus	ENST00000616917.4	ANP32E
Pair8_5	ENST00000616917.4	100.0	17	10	26	2775	2791	0.23	plus	ENST00000616917.4	ANP32E
Pair9_5	ENST00000616917.4	100.0	17	10	26	2775	2791	0.23	plus	ENST00000616917.4	ANP32E
Pair10_5	ENST00000616917.4	100.0	17	10	26	2775	2791	0.23	plus	ENST00000616917.4	ANP32E
Pair11_5	ENST00000616917.4	100.0	17	10	26	2775	2791	0.23	plus	ENST00000616917.4	ANP32E
Pair12_5	ENST00000616917.4	100.0	17	12	28	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair13_5	ENST00000616917.4	100.0	17	11	27	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair14_5	ENST00000616917.4	100.0	17	11	27	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair15_5	ENST00000616917.4	100.0	17	11	27	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair16_5	ENST00000616917.4	100.0	17	11	27	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair17_5	ENST00000616917.4	100.0	17	12	28	2775	2791	0.27	plus	ENST00000616917.4	ANP32E
Pair18_5	ENST00000616917.4	100.0	17	13	29	2775	2791	0.27	plus	ENST00000616917.4	ANP32E
Pair19_5	ENST00000616917.4	100.0	17	10	26	2775	2791	0.23	plus	ENST00000616917.4	ANP32E
Pair19_3	ENST00000616917.4	100.0	14	2	15	1988	2001	8.4	plus	ENST00000616917.4	ANP32E
Pair20_5	ENST00000616917.4	100.0	17	12	28	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair20_3	ENST00000616917.4	100.0	14	1	14	1988	2001	7.2	plus	ENST00000616917.4	ANP32E
Pair21_5	ENST00000616917.4	100.0	17	10	26	2775	2791	0.23	plus	ENST00000616917.4	ANP32E
Pair21_3	ENST00000616917.4	100.0	14	4	17	1988	2001	7.2	plus	ENST00000616917.4	ANP32E
Pair22_5	ENST00000616917.4	100.0	17	10	26	2775	2791	0.23	plus	ENST00000616917.4	ANP32E
Pair23_5	ENST00000616917.4	100.0	17	11	27	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair23_3	ENST00000616917.4	100.0	14	2	15	1988	2001	8.4	plus	ENST00000616917.4	ANP32E
Pair24_5	ENST00000616917.4	100.0	17	13	29	2775	2791	0.27	plus	ENST00000616917.4	ANP32E
Pair24_3	ENST00000616917.4	100.0	14	1	14	1988	2001	7.2	plus	ENST00000616917.4	ANP32E
Pair25_5	ENST00000616917.4	100.0	17	11	27	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair25_3	ENST00000616917.4	100.0	14	4	17	1988	2001	7.2	plus	ENST00000616917.4	ANP32E
Pair26_5	ENST00000616917.4	100.0	17	11	27	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair27_5	ENST00000616917.4	100.0	17	12	28	2775	2791	0.27	plus	ENST00000616917.4	ANP32E
Pair28_5	ENST00000616917.4	100.0	17	12	28	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair29_5	ENST00000616917.4	100.0	17	12	28	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair30_5	ENST00000616917.4	100.0	17	12	28	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair31_5	ENST00000616917.4	100.0	17	12	28	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair32_5	ENST00000616917.4	100.0	17	10	26	2775	2791	0.23	plus	ENST00000616917.4	ANP32E
Pair33_5	ENST00000616917.4	100.0	17	13	29	2775	2791	0.27	plus	ENST00000616917.4	ANP32E
Pair34_5	ENST00000616917.4	100.0	17	13	29	2775	2791	0.27	plus	ENST00000616917.4	ANP32E
Pair35_5	ENST00000616917.4	100.0	17	13	29	2775	2791	0.27	plus	ENST00000616917.4	ANP32E
Pair36_5	ENST00000616917.4	100.0	17	10	26	2775	2791	0.23	plus	ENST00000616917.4	ANP32E
Pair37_5	ENST00000616917.4	100.0	17	11	27	2775	2791	0.25	plus	ENST00000616917.4	ANP32E
Pair38_5	ENST00000616917.4	100.0	17	12	28	2775	2791	0.27	plus	ENST00000616917.4	ANP32E
Pair38_3	ENST00000616917.4	100.0	14	1	14	1988	2001	7.2	plus	ENST00000616917.4	ANP32E
Pair39_5	ENST00000616917.4	100.0	17	13	29	2775	2791	0.27	plus	ENST00000616917.4	ANP32E
