query id	subject id	identity	alignment length	q. start	q. end	s. start	s. end	evalue	strand	transcript_id	gene_symbol
Pair20_5	ENST00000306602.3	100.0	21	1	21	241	221	0.000398	minus	ENST00000306602.3	CXCL10
Pair20_3	ENST00000306602.3	100.0	20	1	20	78	97	0.002	plus	ENST00000306602.3	CXCL10
Pair21_5	ENST00000306602.3	100.0	21	1	21	247	227	0.000398	minus	ENST00000306602.3	CXCL10
Pair21_3	ENST00000306602.3	100.0	20	1	20	78	97	0.002	plus	ENST00000306602.3	CXCL10
Pair22_5	ENST00000306602.3	100.0	20	1	20	246	227	0.002	minus	ENST00000306602.3	CXCL10
Pair22_3	ENST00000306602.3	100.0	20	1	20	78	97	0.002	plus	ENST00000306602.3	CXCL10
Pair23_5	ENST00000306602.3	100.0	20	1	20	239	220	0.002	minus	ENST00000306602.3	CXCL10
Pair23_3	ENST00000306602.3	100.0	20	1	20	77	96	0.002	plus	ENST00000306602.3	CXCL10
Pair24_5	ENST00000306602.3	100.0	20	1	20	242	223	0.002	minus	ENST00000306602.3	CXCL10
Pair24_3	ENST00000306602.3	100.0	21	1	21	76	96	0.000398	plus	ENST00000306602.3	CXCL10
Pair25_5	ENST00000306602.3	100.0	21	1	21	244	224	0.000398	minus	ENST00000306602.3	CXCL10
Pair25_3	ENST00000306602.3	100.0	20	1	20	77	96	0.002	plus	ENST00000306602.3	CXCL10
Pair26_5	ENST00000306602.3	100.0	21	1	21	241	221	0.000398	minus	ENST00000306602.3	CXCL10
Pair26_3	ENST00000306602.3	100.0	20	1	20	77	96	0.002	plus	ENST00000306602.3	CXCL10
Pair27_5	ENST00000306602.3	100.0	20	1	20	246	227	0.002	minus	ENST00000306602.3	CXCL10
Pair27_3	ENST00000306602.3	100.0	20	1	20	77	96	0.002	plus	ENST00000306602.3	CXCL10
Pair28_5	ENST00000306602.3	100.0	21	1	21	240	220	0.000398	minus	ENST00000306602.3	CXCL10
Pair28_3	ENST00000306602.3	100.0	20	1	20	78	97	0.002	plus	ENST00000306602.3	CXCL10
Pair29_5	ENST00000306602.3	100.0	20	1	20	239	220	0.002	minus	ENST00000306602.3	CXCL10
Pair29_3	ENST00000306602.3	100.0	21	1	21	76	96	0.000398	plus	ENST00000306602.3	CXCL10
Pair30_5	ENST00000306602.3	100.0	21	1	21	240	220	0.000398	minus	ENST00000306602.3	CXCL10
Pair30_3	ENST00000306602.3	100.0	20	1	20	77	96	0.002	plus	ENST00000306602.3	CXCL10
Pair31_5	ENST00000306602.3	100.0	21	1	21	244	224	0.000398	minus	ENST00000306602.3	CXCL10
Pair31_3	ENST00000306602.3	100.0	21	1	21	76	96	0.000398	plus	ENST00000306602.3	CXCL10
Pair32_5	ENST00000306602.3	100.0	20	1	20	391	372	0.002	minus	ENST00000306602.3	CXCL10
Pair32_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair33_5	ENST00000306602.3	100.0	20	1	20	393	374	0.002	minus	ENST00000306602.3	CXCL10
Pair33_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair34_5	ENST00000306602.3	100.0	20	1	20	403	384	0.002	minus	ENST00000306602.3	CXCL10
Pair34_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair35_5	ENST00000306602.3	100.0	20	1	20	395	376	0.002	minus	ENST00000306602.3	CXCL10
Pair35_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair36_5	ENST00000306602.3	100.0	21	1	21	396	376	0.000398	minus	ENST00000306602.3	CXCL10
Pair36_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair37_5	ENST00000306602.3	100.0	20	1	20	392	373	0.002	minus	ENST00000306602.3	CXCL10
Pair37_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair38_5	ENST00000306602.3	100.0	20	1	20	386	367	0.002	minus	ENST00000306602.3	CXCL10
Pair38_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair39_5	ENST00000306602.3	100.0	21	1	21	397	377	0.000398	minus	ENST00000306602.3	CXCL10
Pair39_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair40_5	ENST00000306602.3	100.0	21	1	21	348	328	0.000398	minus	ENST00000306602.3	CXCL10
Pair40_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair41_5	ENST00000306602.3	100.0	21	1	21	394	374	0.000398	minus	ENST00000306602.3	CXCL10
Pair41_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair42_5	ENST00000306602.3	100.0	21	1	21	316	296	0.000398	minus	ENST00000306602.3	CXCL10
Pair42_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair43_5	ENST00000306602.3	100.0	21	1	21	379	359	0.000398	minus	ENST00000306602.3	CXCL10
Pair43_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair44_5	ENST00000306602.3	100.0	20	1	20	391	372	0.002	minus	ENST00000306602.3	CXCL10
Pair44_3	ENST00000306602.3	100.0	22	1	22	236	257	0.000121	plus	ENST00000306602.3	CXCL10
Pair45_5	ENST00000306602.3	100.0	20	1	20	391	372	0.002	minus	ENST00000306602.3	CXCL10
Pair45_3	ENST00000306602.3	100.0	22	1	22	239	260	0.000121	plus	ENST00000306602.3	CXCL10
Pair46_5	ENST00000306602.3	100.0	22	1	22	317	296	0.000121	minus	ENST00000306602.3	CXCL10
Pair46_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair47_5	ENST00000306602.3	100.0	22	1	22	380	359	0.000121	minus	ENST00000306602.3	CXCL10
Pair47_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair48_5	ENST00000306602.3	100.0	20	1	20	391	372	0.002	minus	ENST00000306602.3	CXCL10
Pair48_3	ENST00000306602.3	100.0	20	1	20	223	242	0.002	plus	ENST00000306602.3	CXCL10
Pair49_5	ENST00000306602.3	100.0	20	1	20	314	295	0.002	minus	ENST00000306602.3	CXCL10
Pair49_3	ENST00000306602.3	100.0	20	1	20	223	242	0.002	plus	ENST00000306602.3	CXCL10
Pair50_5	ENST00000306602.3	100.0	20	1	20	391	372	0.002	minus	ENST00000306602.3	CXCL10
Pair50_3	ENST00000306602.3	100.0	21	1	21	224	244	0.000398	plus	ENST00000306602.3	CXCL10
Pair51_5	ENST00000306602.3	100.0	20	1	20	391	372	0.002	minus	ENST00000306602.3	CXCL10
Pair51_3	ENST00000306602.3	100.0	21	1	21	227	247	0.000398	plus	ENST00000306602.3	CXCL10
Pair52_5	ENST00000306602.3	100.0	20	1	20	392	373	0.002	minus	ENST00000306602.3	CXCL10
Pair52_3	ENST00000306602.3	100.0	20	1	20	223	242	0.002	plus	ENST00000306602.3	CXCL10
Pair53_5	ENST00000306602.3	100.0	20	1	20	391	372	0.002	minus	ENST00000306602.3	CXCL10
Pair53_3	ENST00000306602.3	100.0	20	1	20	222	241	0.002	plus	ENST00000306602.3	CXCL10
Pair54_5	ENST00000306602.3	100.0	20	1	20	310	291	0.002	minus	ENST00000306602.3	CXCL10
Pair54_3	ENST00000306602.3	100.0	20	1	20	223	242	0.002	plus	ENST00000306602.3	CXCL10
Pair55_5	ENST00000306602.3	100.0	20	1	20	386	367	0.002	minus	ENST00000306602.3	CXCL10
Pair55_3	ENST00000306602.3	100.0	20	1	20	223	242	0.002	plus	ENST00000306602.3	CXCL10
Pair56_5	ENST00000306602.3	100.0	20	1	20	393	374	0.002	minus	ENST00000306602.3	CXCL10
Pair56_3	ENST00000306602.3	100.0	21	1	21	224	244	0.000398	plus	ENST00000306602.3	CXCL10
Pair57_5	ENST00000306602.3	100.0	20	1	20	393	374	0.002	minus	ENST00000306602.3	CXCL10
Pair57_3	ENST00000306602.3	100.0	21	1	21	227	247	0.000398	plus	ENST00000306602.3	CXCL10
Pair58_5	ENST00000306602.3	100.0	20	1	20	314	295	0.002	minus	ENST00000306602.3	CXCL10
Pair58_3	ENST00000306602.3	100.0	20	1	20	220	239	0.002	plus	ENST00000306602.3	CXCL10
Pair59_5	ENST00000306602.3	100.0	21	1	21	348	328	0.000398	minus	ENST00000306602.3	CXCL10
Pair59_3	ENST00000306602.3	100.0	20	1	20	223	242	0.002	plus	ENST00000306602.3	CXCL10
Pair60_5	ENST00000306602.3	100.0	21	1	21	311	291	0.000398	minus	ENST00000306602.3	CXCL10
Pair60_3	ENST00000306602.3	100.0	20	1	20	223	242	0.002	plus	ENST00000306602.3	CXCL10
Pair61_5	ENST00000306602.3	100.0	21	1	21	316	296	0.000398	minus	ENST00000306602.3	CXCL10
Pair61_3	ENST00000306602.3	100.0	20	1	20	223	242	0.002	plus	ENST00000306602.3	CXCL10
Pair62_5	ENST00000306602.3	100.0	20	1	20	395	376	0.002	minus	ENST00000306602.3	CXCL10
Pair62_3	ENST00000306602.3	100.0	21	1	21	227	247	0.000398	plus	ENST00000306602.3	CXCL10
Pair63_5	ENST00000306602.3	100.0	20	1	20	310	291	0.002	minus	ENST00000306602.3	CXCL10
Pair63_3	ENST00000306602.3	100.0	20	1	20	220	239	0.002	plus	ENST00000306602.3	CXCL10
Pair64_5	ENST00000306602.3	100.0	23	1	23	350	328	3.57e-05	minus	ENST00000306602.3	CXCL10
Pair64_3	ENST00000306602.3	100.0	20	1	20	223	242	0.002	plus	ENST00000306602.3	CXCL10
Pair65_5	ENST00000306602.3	100.0	23	1	23	350	328	3.57e-05	minus	ENST00000306602.3	CXCL10
Pair65_3	ENST00000306602.3	100.0	20	1	20	220	239	0.002	plus	ENST00000306602.3	CXCL10
Pair66_5	ENST00000306602.3	100.0	24	1	24	351	328	1.03e-05	minus	ENST00000306602.3	CXCL10
Pair66_3	ENST00000306602.3	100.0	20	1	20	223	242	0.002	plus	ENST00000306602.3	CXCL10
Pair67_5	ENST00000306602.3	100.0	23	1	23	350	328	3.57e-05	minus	ENST00000306602.3	CXCL10
Pair67_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair68_5	ENST00000306602.3	100.0	23	1	23	350	328	3.57e-05	minus	ENST00000306602.3	CXCL10
Pair68_3	ENST00000306602.3	100.0	21	1	21	224	244	0.000398	plus	ENST00000306602.3	CXCL10
Pair69_5	ENST00000306602.3	100.0	23	1	23	350	328	3.57e-05	minus	ENST00000306602.3	CXCL10
Pair69_3	ENST00000306602.3	100.0	21	1	21	221	241	0.000398	plus	ENST00000306602.3	CXCL10
Pair70_5	ENST00000306602.3	100.0	23	1	23	350	328	3.57e-05	minus	ENST00000306602.3	CXCL10
Pair70_3	ENST00000306602.3	100.0	21	1	21	227	247	0.000398	plus	ENST00000306602.3	CXCL10
Pair71_5	ENST00000306602.3	100.0	23	1	23	350	328	3.57e-05	minus	ENST00000306602.3	CXCL10
Pair71_3	ENST00000306602.3	100.0	20	1	20	222	241	0.002	plus	ENST00000306602.3	CXCL10
Pair72_5	ENST00000306602.3	100.0	23	1	23	350	328	3.57e-05	minus	ENST00000306602.3	CXCL10
Pair72_3	ENST00000306602.3	100.0	21	1	21	219	239	0.000398	plus	ENST00000306602.3	CXCL10
Pair73_5	ENST00000306602.3	100.0	24	1	24	351	328	1.03e-05	minus	ENST00000306602.3	CXCL10
Pair73_3	ENST00000306602.3	100.0	20	1	20	220	239	0.002	plus	ENST00000306602.3	CXCL10
Pair74_5	ENST00000306602.3	100.0	24	1	24	351	328	1.03e-05	minus	ENST00000306602.3	CXCL10
Pair74_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair75_5	ENST00000306602.3	100.0	24	1	24	351	328	1.03e-05	minus	ENST00000306602.3	CXCL10
Pair75_3	ENST00000306602.3	100.0	21	1	21	224	244	0.000398	plus	ENST00000306602.3	CXCL10
Pair76_5	ENST00000306602.3	100.0	24	1	24	351	328	1.03e-05	minus	ENST00000306602.3	CXCL10
Pair76_3	ENST00000306602.3	100.0	21	1	21	221	241	0.000398	plus	ENST00000306602.3	CXCL10
Pair77_5	ENST00000306602.3	100.0	24	1	24	351	328	1.03e-05	minus	ENST00000306602.3	CXCL10
Pair77_3	ENST00000306602.3	100.0	21	1	21	227	247	0.000398	plus	ENST00000306602.3	CXCL10
Pair78_5	ENST00000306602.3	100.0	23	1	23	350	328	3.57e-05	minus	ENST00000306602.3	CXCL10
Pair78_3	ENST00000306602.3	100.0	22	1	22	235	256	0.000121	plus	ENST00000306602.3	CXCL10
Pair79_5	ENST00000306602.3	100.0	23	1	23	350	328	3.57e-05	minus	ENST00000306602.3	CXCL10
Pair79_3	ENST00000306602.3	100.0	21	1	21	218	238	0.000398	plus	ENST00000306602.3	CXCL10
Pair80_5	ENST00000306602.3	100.0	20	1	20	391	372	0.002	minus	ENST00000306602.3	CXCL10
Pair80_3	ENST00000306602.3	100.0	20	1	20	223	242	0.002	plus	ENST00000306602.3	CXCL10
Pair81_5	ENST00000306602.3	100.0	20	1	20	391	372	0.002	minus	ENST00000306602.3	CXCL10
Pair81_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair82_5	ENST00000306602.3	100.0	20	1	20	391	372	0.002	minus	ENST00000306602.3	CXCL10
Pair82_3	ENST00000306602.3	100.0	21	1	21	224	244	0.000398	plus	ENST00000306602.3	CXCL10
Pair83_5	ENST00000306602.3	100.0	20	1	20	391	372	0.002	minus	ENST00000306602.3	CXCL10
Pair83_3	ENST00000306602.3	100.0	21	1	21	227	247	0.000398	plus	ENST00000306602.3	CXCL10
Pair84_5	ENST00000306602.3	100.0	20	1	20	392	373	0.002	minus	ENST00000306602.3	CXCL10
Pair84_3	ENST00000306602.3	100.0	20	1	20	223	242	0.002	plus	ENST00000306602.3	CXCL10
Pair85_5	ENST00000306602.3	100.0	20	1	20	391	372	0.002	minus	ENST00000306602.3	CXCL10
Pair85_3	ENST00000306602.3	100.0	20	1	20	222	241	0.002	plus	ENST00000306602.3	CXCL10
Pair86_5	ENST00000306602.3	100.0	20	1	20	391	372	0.002	minus	ENST00000306602.3	CXCL10
Pair86_3	ENST00000306602.3	100.0	20	1	20	290	309	0.002	plus	ENST00000306602.3	CXCL10
Pair87_5	ENST00000306602.3	100.0	20	1	20	386	367	0.002	minus	ENST00000306602.3	CXCL10
Pair87_3	ENST00000306602.3	100.0	20	1	20	223	242	0.002	plus	ENST00000306602.3	CXCL10
Pair88_5	ENST00000306602.3	100.0	20	1	20	393	374	0.002	minus	ENST00000306602.3	CXCL10
Pair88_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair89_5	ENST00000306602.3	100.0	20	1	20	393	374	0.002	minus	ENST00000306602.3	CXCL10
Pair89_3	ENST00000306602.3	100.0	21	1	21	224	244	0.000398	plus	ENST00000306602.3	CXCL10
Pair90_5	ENST00000306602.3	100.0	20	1	20	393	374	0.002	minus	ENST00000306602.3	CXCL10
Pair90_3	ENST00000306602.3	100.0	21	1	21	227	247	0.000398	plus	ENST00000306602.3	CXCL10
Pair91_5	ENST00000306602.3	100.0	20	1	20	403	384	0.002	minus	ENST00000306602.3	CXCL10
Pair91_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair92_5	ENST00000306602.3	100.0	20	1	20	393	374	0.002	minus	ENST00000306602.3	CXCL10
Pair92_3	ENST00000306602.3	100.0	20	1	20	290	309	0.002	plus	ENST00000306602.3	CXCL10
Pair93_5	ENST00000306602.3	100.0	20	1	20	391	372	0.002	minus	ENST00000306602.3	CXCL10
Pair93_3	ENST00000306602.3	100.0	21	1	21	292	312	0.000398	plus	ENST00000306602.3	CXCL10
Pair94_5	ENST00000306602.3	100.0	20	1	20	395	376	0.002	minus	ENST00000306602.3	CXCL10
Pair94_3	ENST00000306602.3	100.0	21	1	21	237	257	0.000398	plus	ENST00000306602.3	CXCL10
Pair95_5	ENST00000306602.3	100.0	20	1	20	403	384	0.002	minus	ENST00000306602.3	CXCL10
Pair95_3	ENST00000306602.3	100.0	20	1	20	290	309	0.002	plus	ENST00000306602.3	CXCL10
Pair0_5	ENST00000527431.1	100.0	17	2	18	417	433	0.097	plus	ENST00000527431.1	IPO7
Pair1_5	ENST00000527431.1	100.0	15	1	15	419	433	1.5	plus	ENST00000527431.1	IPO7
Pair3_5	ENST00000527431.1	100.0	17	4	20	417	433	0.097	plus	ENST00000527431.1	IPO7
Pair4_5	ENST00000527431.1	100.0	17	1	17	417	433	0.097	plus	ENST00000527431.1	IPO7
Pair5_5	ENST00000527431.1	100.0	15	7	21	417	431	1.5	plus	ENST00000527431.1	IPO7
Pair6_5	ENST00000527431.1	100.0	15	6	20	417	431	1.5	plus	ENST00000527431.1	IPO7
Pair7_5	ENST00000527431.1	100.0	17	2	18	417	433	0.097	plus	ENST00000527431.1	IPO7
Pair8_5	ENST00000527431.1	100.0	17	2	18	417	433	0.097	plus	ENST00000527431.1	IPO7
Pair9_5	ENST00000527431.1	100.0	17	2	18	417	433	0.097	plus	ENST00000527431.1	IPO7
Pair10_5	ENST00000527431.1	100.0	17	2	18	417	433	0.097	plus	ENST00000527431.1	IPO7
Pair11_5	ENST00000527431.1	100.0	15	1	15	419	433	1.5	plus	ENST00000527431.1	IPO7
Pair12_5	ENST00000527431.1	100.0	15	1	15	419	433	1.5	plus	ENST00000527431.1	IPO7
Pair13_5	ENST00000527431.1	100.0	16	1	16	418	433	0.38	plus	ENST00000527431.1	IPO7
Pair14_5	ENST00000527431.1	100.0	15	1	15	419	433	1.5	plus	ENST00000527431.1	IPO7
Pair15_5	ENST00000527431.1	100.0	15	1	15	419	433	1.5	plus	ENST00000527431.1	IPO7
Pair16_5	ENST00000527431.1	100.0	17	2	18	417	433	0.097	plus	ENST00000527431.1	IPO7
Pair17_5	ENST00000527431.1	100.0	17	2	18	417	433	0.097	plus	ENST00000527431.1	IPO7
Pair18_5	ENST00000527431.1	100.0	15	1	15	419	433	1.5	plus	ENST00000527431.1	IPO7
Pair19_5	ENST00000527431.1	100.0	17	4	20	417	433	0.097	plus	ENST00000527431.1	IPO7
Pair20_5	ENST00000527431.1	100.0	17	1	17	417	433	0.097	plus	ENST00000527431.1	IPO7
Pair21_5	ENST00000527431.1	100.0	15	7	21	417	431	1.5	plus	ENST00000527431.1	IPO7
Pair22_5	ENST00000527431.1	100.0	15	6	20	417	431	1.5	plus	ENST00000527431.1	IPO7
Pair23_5	ENST00000527431.1	100.0	15	1	15	419	433	1.5	plus	ENST00000527431.1	IPO7
Pair24_5	ENST00000527431.1	100.0	17	2	18	417	433	0.097	plus	ENST00000527431.1	IPO7
Pair25_5	ENST00000527431.1	100.0	17	4	20	417	433	0.097	plus	ENST00000527431.1	IPO7
Pair26_5	ENST00000527431.1	100.0	17	1	17	417	433	0.097	plus	ENST00000527431.1	IPO7
Pair27_5	ENST00000527431.1	100.0	15	6	20	417	431	1.5	plus	ENST00000527431.1	IPO7
Pair28_5	ENST00000527431.1	100.0	16	1	16	418	433	0.38	plus	ENST00000527431.1	IPO7
Pair29_5	ENST00000527431.1	100.0	15	1	15	419	433	1.5	plus	ENST00000527431.1	IPO7
Pair30_5	ENST00000527431.1	100.0	16	1	16	418	433	0.38	plus	ENST00000527431.1	IPO7
Pair31_5	ENST00000527431.1	100.0	17	4	20	417	433	0.097	plus	ENST00000527431.1	IPO7
Pair48_3	ENST00000527431.1	100.0	17	3	19	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair49_3	ENST00000527431.1	100.0	17	3	19	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair50_3	ENST00000527431.1	100.0	17	2	18	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair51_3	ENST00000527431.1	100.0	15	1	15	431	417	1.5	minus	ENST00000527431.1	IPO7
Pair52_3	ENST00000527431.1	100.0	17	3	19	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair53_3	ENST00000527431.1	100.0	17	4	20	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair54_3	ENST00000527431.1	100.0	17	3	19	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair55_3	ENST00000527431.1	100.0	17	3	19	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair56_3	ENST00000527431.1	100.0	17	2	18	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair57_3	ENST00000527431.1	100.0	15	1	15	431	417	1.5	minus	ENST00000527431.1	IPO7
Pair58_3	ENST00000527431.1	100.0	15	6	20	433	419	1.5	minus	ENST00000527431.1	IPO7
Pair59_3	ENST00000527431.1	100.0	17	3	19	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair60_3	ENST00000527431.1	100.0	17	3	19	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair61_3	ENST00000527431.1	100.0	17	3	19	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair62_3	ENST00000527431.1	100.0	15	1	15	431	417	1.5	minus	ENST00000527431.1	IPO7
Pair63_3	ENST00000527431.1	100.0	15	6	20	433	419	1.5	minus	ENST00000527431.1	IPO7
Pair64_3	ENST00000527431.1	100.0	17	3	19	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair65_3	ENST00000527431.1	100.0	15	6	20	433	419	1.5	minus	ENST00000527431.1	IPO7
Pair66_3	ENST00000527431.1	100.0	17	3	19	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair68_3	ENST00000527431.1	100.0	17	2	18	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair69_3	ENST00000527431.1	100.0	17	5	21	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair70_3	ENST00000527431.1	100.0	15	1	15	431	417	1.5	minus	ENST00000527431.1	IPO7
Pair71_3	ENST00000527431.1	100.0	17	4	20	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair72_3	ENST00000527431.1	100.0	15	7	21	433	419	1.5	minus	ENST00000527431.1	IPO7
Pair73_3	ENST00000527431.1	100.0	15	6	20	433	419	1.5	minus	ENST00000527431.1	IPO7
Pair75_3	ENST00000527431.1	100.0	17	2	18	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair76_3	ENST00000527431.1	100.0	17	5	21	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair77_3	ENST00000527431.1	100.0	15	1	15	431	417	1.5	minus	ENST00000527431.1	IPO7
Pair79_3	ENST00000527431.1	100.0	14	8	21	433	420	6.0	minus	ENST00000527431.1	IPO7
Pair80_3	ENST00000527431.1	100.0	17	3	19	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair82_3	ENST00000527431.1	100.0	17	2	18	433	417	0.097	minus	ENST00000527431.1	IPO7
Pair83_3	ENST00000527431.1	100.0	15	1	15	431	417	1.5	minus	ENST00000527431.1	IPO7
