,query id,subject id,identity,alignment length,q. start,q. end,s. start,s. end,evalue,strand,id,ensembl_id,gene,filter1,filter2
2603,Pair7_3,NR_045297,100.0,19,1,19,816,834,0.007,plus,NR_045297,ENSMUST00000181272,Gm17644,True,True
2604,Pair9_3,NR_045297,100.0,19,1,19,816,834,0.007,plus,NR_045297,ENSMUST00000181272,Gm17644,True,True
2722,Pair54_5,NM_027871,100.0,17,1,17,1798,1782,0.11,minus,NM_027871,ENSMUST00000049206,Arhgef3,True,True
2725,Pair54_5,XM_006519574,100.0,17,1,17,2300,2284,0.11,minus,XM_006519574,ENSMUST00000225949,Arhgef3,True,True
2728,Pair54_5,NM_001289686,100.0,17,1,17,1953,1937,0.11,minus,NM_001289686,ENSMUST00000225949,Arhgef3,True,True
2731,Pair54_5,NM_001289687,100.0,17,1,17,1824,1808,0.11,minus,NM_001289687,ENSMUST00000224981,Arhgef3,True,True
2734,Pair54_5,XM_006519576,100.0,17,1,17,1996,1980,0.11,minus,XM_006519576,ENSMUST00000225949,Arhgef3,True,True
2737,Pair54_5,XM_006519580,100.0,17,1,17,1767,1751,0.11,minus,XM_006519580,ENSMUST00000224981,Arhgef3,True,True
2740,Pair54_5,NM_001289688,100.0,17,1,17,1998,1982,0.11,minus,NM_001289688,ENSMUST00000224981,Arhgef3,True,True
2743,Pair54_5,XM_006519579,100.0,17,1,17,2278,2262,0.11,minus,XM_006519579,ENSMUST00000225949,Arhgef3,True,True
2746,Pair54_5,XM_006519575,100.0,17,1,17,2039,2023,0.11,minus,XM_006519575,ENSMUST00000225949,Arhgef3,True,True
2853,Pair20_3,XR_004933794,100.0,20,1,20,205,224,0.002,plus,XR_004933794,-,-,True,True
2854,Pair21_3,XR_004933794,100.0,20,1,20,205,224,0.002,plus,XR_004933794,-,-,True,True
2855,Pair22_3,XR_004933794,100.0,20,1,20,205,224,0.002,plus,XR_004933794,-,-,True,True
2856,Pair23_3,XR_004933794,100.0,20,1,20,205,224,0.002,plus,XR_004933794,-,-,True,True
2857,Pair24_3,XR_004933794,100.0,20,1,20,190,209,0.002,plus,XR_004933794,-,-,True,True
2859,Pair26_5,XR_004933794,95.0,20,1,20,307,288,0.52,minus,XR_004933794,-,-,True,True
2864,Pair60_3,XR_004933794,100.0,20,1,20,205,224,0.002,plus,XR_004933794,-,-,True,True
2865,Pair61_3,XR_004933794,100.0,20,1,20,205,224,0.002,plus,XR_004933794,-,-,True,True
2866,Pair62_3,XR_004933794,100.0,20,1,20,205,224,0.002,plus,XR_004933794,-,-,True,True
2867,Pair63_3,XR_004933794,100.0,20,1,20,205,224,0.002,plus,XR_004933794,-,-,True,True
2868,Pair64_3,XR_004933794,100.0,20,1,20,190,209,0.002,plus,XR_004933794,-,-,True,True
2870,Pair66_5,XR_004933794,95.0,20,1,20,307,288,0.52,minus,XR_004933794,-,-,True,True
3037,Pair24_3,XR_004938888,100.0,18,1,18,6229,6212,0.027,minus,XR_004938888,-,-,True,True
3040,Pair64_3,XR_004938888,100.0,18,1,18,6229,6212,0.027,minus,XR_004938888,-,-,True,True
3882,Pair12_3,XR_870775,95.0,20,1,20,5603,5584,0.42,minus,XR_870775,-,-,True,True
3883,Pair24_3,XR_870775,100.0,18,1,18,17361,17344,0.027,minus,XR_870775,-,-,True,True
3884,Pair24_3,XR_870775,100.0,17,1,17,18550,18534,0.11,minus,XR_870775,-,-,True,True
3890,Pair64_3,XR_870775,100.0,18,1,18,17361,17344,0.027,minus,XR_870775,-,-,True,True
3891,Pair64_3,XR_870775,100.0,17,1,17,18550,18534,0.11,minus,XR_870775,-,-,True,True
4167,Pair15_3,XR_377701,95.0,20,1,20,1977,1996,0.42,plus,XR_377701,-,-,True,True
4168,Pair16_3,XR_377701,95.0,20,1,20,1978,1997,0.42,plus,XR_377701,-,-,True,True
4169,Pair17_3,XR_377701,95.238,21,1,21,1976,1996,0.13,plus,XR_377701,-,-,True,True
4170,Pair20_3,XR_377701,95.0,20,1,20,2031,2050,0.42,plus,XR_377701,-,-,True,True
4171,Pair21_3,XR_377701,95.0,20,1,20,2031,2050,0.42,plus,XR_377701,-,-,True,True
4172,Pair22_3,XR_377701,95.0,20,1,20,2031,2050,0.42,plus,XR_377701,-,-,True,True
4173,Pair23_3,XR_377701,95.0,20,1,20,2031,2050,0.42,plus,XR_377701,-,-,True,True
4174,Pair25_5,XR_377701,95.238,21,1,21,2132,2112,0.13,minus,XR_377701,-,-,True,True
4175,Pair26_5,XR_377701,95.238,21,1,21,2133,2113,0.13,minus,XR_377701,-,-,True,True
4176,Pair27_5,XR_377701,95.0,20,1,20,2131,2112,0.42,minus,XR_377701,-,-,True,True
4177,Pair28_5,XR_377701,95.238,21,1,21,2132,2112,0.13,minus,XR_377701,-,-,True,True
4178,Pair29_5,XR_377701,95.238,21,1,21,2132,2112,0.13,minus,XR_377701,-,-,True,True
4179,Pair30_5,XR_377701,95.0,20,1,20,2115,2096,0.42,minus,XR_377701,-,-,True,True
4180,Pair31_5,XR_377701,95.0,20,1,20,2115,2096,0.42,minus,XR_377701,-,-,True,True
4181,Pair32_5,XR_377701,95.0,20,1,20,2115,2096,0.42,minus,XR_377701,-,-,True,True
4182,Pair33_5,XR_377701,95.0,20,1,20,2115,2096,0.42,minus,XR_377701,-,-,True,True
4183,Pair34_5,XR_377701,95.0,20,1,20,2115,2096,0.42,minus,XR_377701,-,-,True,True
4184,Pair55_3,XR_377701,95.0,20,1,20,1977,1996,0.42,plus,XR_377701,-,-,True,True
4185,Pair56_3,XR_377701,95.0,20,1,20,1978,1997,0.42,plus,XR_377701,-,-,True,True
4186,Pair57_3,XR_377701,95.238,21,1,21,1976,1996,0.13,plus,XR_377701,-,-,True,True
4187,Pair60_3,XR_377701,95.0,20,1,20,2031,2050,0.42,plus,XR_377701,-,-,True,True
4188,Pair61_3,XR_377701,95.0,20,1,20,2031,2050,0.42,plus,XR_377701,-,-,True,True
4189,Pair62_3,XR_377701,95.0,20,1,20,2031,2050,0.42,plus,XR_377701,-,-,True,True
4190,Pair63_3,XR_377701,95.0,20,1,20,2031,2050,0.42,plus,XR_377701,-,-,True,True
4191,Pair65_5,XR_377701,95.238,21,1,21,2132,2112,0.13,minus,XR_377701,-,-,True,True
4192,Pair66_5,XR_377701,95.238,21,1,21,2133,2113,0.13,minus,XR_377701,-,-,True,True
4193,Pair67_5,XR_377701,95.0,20,1,20,2131,2112,0.42,minus,XR_377701,-,-,True,True
4194,Pair68_5,XR_377701,95.238,21,1,21,2132,2112,0.13,minus,XR_377701,-,-,True,True
4195,Pair69_5,XR_377701,95.238,21,1,21,2132,2112,0.13,minus,XR_377701,-,-,True,True
4196,Pair70_5,XR_377701,95.0,20,1,20,2115,2096,0.42,minus,XR_377701,-,-,True,True
4197,Pair71_5,XR_377701,95.0,20,1,20,2115,2096,0.42,minus,XR_377701,-,-,True,True
4198,Pair72_5,XR_377701,95.0,20,1,20,2115,2096,0.42,minus,XR_377701,-,-,True,True
4199,Pair73_5,XR_377701,95.0,20,1,20,2115,2096,0.42,minus,XR_377701,-,-,True,True
4200,Pair74_5,XR_377701,95.0,20,1,20,2115,2096,0.42,minus,XR_377701,-,-,True,True
4201,Pair15_3,NR_152250,95.0,20,1,20,3709,3728,0.42,plus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4202,Pair16_3,NR_152250,95.0,20,1,20,3710,3729,0.42,plus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4203,Pair17_3,NR_152250,95.238,21,1,21,3708,3728,0.13,plus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4204,Pair20_3,NR_152250,95.0,20,1,20,3763,3782,0.42,plus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4205,Pair21_3,NR_152250,95.0,20,1,20,3763,3782,0.42,plus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4206,Pair22_3,NR_152250,95.0,20,1,20,3763,3782,0.42,plus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4207,Pair23_3,NR_152250,95.0,20,1,20,3763,3782,0.42,plus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4208,Pair25_5,NR_152250,95.238,21,1,21,3864,3844,0.13,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4209,Pair26_5,NR_152250,95.238,21,1,21,3865,3845,0.13,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4210,Pair27_5,NR_152250,95.0,20,1,20,3863,3844,0.42,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4211,Pair28_5,NR_152250,95.238,21,1,21,3864,3844,0.13,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4212,Pair29_5,NR_152250,95.238,21,1,21,3864,3844,0.13,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4213,Pair30_5,NR_152250,95.0,20,1,20,3847,3828,0.42,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4214,Pair31_5,NR_152250,95.0,20,1,20,3847,3828,0.42,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4215,Pair32_5,NR_152250,95.0,20,1,20,3847,3828,0.42,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4216,Pair33_5,NR_152250,95.0,20,1,20,3847,3828,0.42,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4217,Pair34_5,NR_152250,95.0,20,1,20,3847,3828,0.42,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4218,Pair55_3,NR_152250,95.0,20,1,20,3709,3728,0.42,plus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4219,Pair56_3,NR_152250,95.0,20,1,20,3710,3729,0.42,plus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4220,Pair57_3,NR_152250,95.238,21,1,21,3708,3728,0.13,plus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4221,Pair60_3,NR_152250,95.0,20,1,20,3763,3782,0.42,plus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4222,Pair61_3,NR_152250,95.0,20,1,20,3763,3782,0.42,plus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4223,Pair62_3,NR_152250,95.0,20,1,20,3763,3782,0.42,plus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4224,Pair63_3,NR_152250,95.0,20,1,20,3763,3782,0.42,plus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4225,Pair65_5,NR_152250,95.238,21,1,21,3864,3844,0.13,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4226,Pair66_5,NR_152250,95.238,21,1,21,3865,3845,0.13,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4227,Pair67_5,NR_152250,95.0,20,1,20,3863,3844,0.42,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4228,Pair68_5,NR_152250,95.238,21,1,21,3864,3844,0.13,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4229,Pair69_5,NR_152250,95.238,21,1,21,3864,3844,0.13,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4230,Pair70_5,NR_152250,95.0,20,1,20,3847,3828,0.42,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4231,Pair71_5,NR_152250,95.0,20,1,20,3847,3828,0.42,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4232,Pair72_5,NR_152250,95.0,20,1,20,3847,3828,0.42,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4233,Pair73_5,NR_152250,95.0,20,1,20,3847,3828,0.42,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4234,Pair74_5,NR_152250,95.0,20,1,20,3847,3828,0.42,minus,NR_152250,ENSMUST00000180741,Gm16630,True,True
4235,Pair15_3,XR_003946606,95.0,20,1,20,1604,1623,0.42,plus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4236,Pair16_3,XR_003946606,95.0,20,1,20,1605,1624,0.42,plus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4237,Pair17_3,XR_003946606,95.238,21,1,21,1603,1623,0.13,plus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4239,Pair25_5,XR_003946606,95.238,21,1,21,1759,1739,0.13,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4240,Pair26_5,XR_003946606,95.238,21,1,21,1760,1740,0.13,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4241,Pair27_5,XR_003946606,95.0,20,1,20,1758,1739,0.42,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4242,Pair28_5,XR_003946606,95.238,21,1,21,1759,1739,0.13,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4243,Pair29_5,XR_003946606,95.238,21,1,21,1759,1739,0.13,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4244,Pair30_5,XR_003946606,95.0,20,1,20,1742,1723,0.42,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4245,Pair31_5,XR_003946606,95.0,20,1,20,1742,1723,0.42,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4246,Pair32_5,XR_003946606,95.0,20,1,20,1742,1723,0.42,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4247,Pair33_5,XR_003946606,95.0,20,1,20,1742,1723,0.42,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4248,Pair34_5,XR_003946606,95.0,20,1,20,1742,1723,0.42,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4249,Pair55_3,XR_003946606,95.0,20,1,20,1604,1623,0.42,plus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4250,Pair56_3,XR_003946606,95.0,20,1,20,1605,1624,0.42,plus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4251,Pair57_3,XR_003946606,95.238,21,1,21,1603,1623,0.13,plus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4253,Pair65_5,XR_003946606,95.238,21,1,21,1759,1739,0.13,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4254,Pair66_5,XR_003946606,95.238,21,1,21,1760,1740,0.13,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4255,Pair67_5,XR_003946606,95.0,20,1,20,1758,1739,0.42,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4256,Pair68_5,XR_003946606,95.238,21,1,21,1759,1739,0.13,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4257,Pair69_5,XR_003946606,95.238,21,1,21,1759,1739,0.13,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4258,Pair70_5,XR_003946606,95.0,20,1,20,1742,1723,0.42,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4259,Pair71_5,XR_003946606,95.0,20,1,20,1742,1723,0.42,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4260,Pair72_5,XR_003946606,95.0,20,1,20,1742,1723,0.42,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4261,Pair73_5,XR_003946606,95.0,20,1,20,1742,1723,0.42,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4262,Pair74_5,XR_003946606,95.0,20,1,20,1742,1723,0.42,minus,XR_003946606,ENSMUST00000209940,Gm38947,True,True
4264,Pair16_3,XR_003946406,95.0,20,1,20,7084,7103,0.42,plus,XR_003946406,-,-,True,True
4266,Pair20_3,XR_003946406,100.0,20,1,20,7137,7156,0.002,plus,XR_003946406,-,-,True,True
4267,Pair21_3,XR_003946406,100.0,20,1,20,7137,7156,0.002,plus,XR_003946406,-,-,True,True
4268,Pair22_3,XR_003946406,100.0,20,1,20,7137,7156,0.002,plus,XR_003946406,-,-,True,True
4269,Pair23_3,XR_003946406,100.0,20,1,20,7137,7156,0.002,plus,XR_003946406,-,-,True,True
4270,Pair24_3,XR_003946406,100.0,20,1,20,7122,7141,0.002,plus,XR_003946406,-,-,True,True
4272,Pair56_3,XR_003946406,95.0,20,1,20,7084,7103,0.42,plus,XR_003946406,-,-,True,True
4274,Pair60_3,XR_003946406,100.0,20,1,20,7137,7156,0.002,plus,XR_003946406,-,-,True,True
4275,Pair61_3,XR_003946406,100.0,20,1,20,7137,7156,0.002,plus,XR_003946406,-,-,True,True
4276,Pair62_3,XR_003946406,100.0,20,1,20,7137,7156,0.002,plus,XR_003946406,-,-,True,True
4277,Pair63_3,XR_003946406,100.0,20,1,20,7137,7156,0.002,plus,XR_003946406,-,-,True,True
4278,Pair64_3,XR_003946406,100.0,20,1,20,7122,7141,0.002,plus,XR_003946406,-,-,True,True
4280,Pair16_3,XM_030251945,95.0,20,1,20,8150,8131,0.42,minus,XM_030251945,ENSMUST00000109058,Gm14391,True,True
4282,Pair20_3,XM_030251945,95.0,20,1,20,8097,8078,0.42,minus,XM_030251945,ENSMUST00000109058,Gm14391,True,True
4283,Pair21_3,XM_030251945,95.0,20,1,20,8097,8078,0.42,minus,XM_030251945,ENSMUST00000109058,Gm14391,True,True
4284,Pair22_3,XM_030251945,95.0,20,1,20,8097,8078,0.42,minus,XM_030251945,ENSMUST00000109058,Gm14391,True,True
4285,Pair23_3,XM_030251945,95.0,20,1,20,8097,8078,0.42,minus,XM_030251945,ENSMUST00000109058,Gm14391,True,True
4287,Pair56_3,XM_030251945,95.0,20,1,20,8150,8131,0.42,minus,XM_030251945,ENSMUST00000109058,Gm14391,True,True
4289,Pair60_3,XM_030251945,95.0,20,1,20,8097,8078,0.42,minus,XM_030251945,ENSMUST00000109058,Gm14391,True,True
4290,Pair61_3,XM_030251945,95.0,20,1,20,8097,8078,0.42,minus,XM_030251945,ENSMUST00000109058,Gm14391,True,True
4291,Pair62_3,XM_030251945,95.0,20,1,20,8097,8078,0.42,minus,XM_030251945,ENSMUST00000109058,Gm14391,True,True
4292,Pair63_3,XM_030251945,95.0,20,1,20,8097,8078,0.42,minus,XM_030251945,ENSMUST00000109058,Gm14391,True,True
4294,Pair16_3,XM_006497531,95.0,20,1,20,11221,11202,0.42,minus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4296,Pair24_3,XM_006497531,100.0,18,1,18,11183,11166,0.027,minus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4297,Pair25_5,XM_006497531,95.238,21,1,21,11067,11087,0.13,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4298,Pair26_5,XM_006497531,95.238,21,1,21,11066,11086,0.13,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4299,Pair27_5,XM_006497531,95.0,20,1,20,11068,11087,0.42,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4300,Pair28_5,XM_006497531,95.238,21,1,21,11067,11087,0.13,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4301,Pair29_5,XM_006497531,95.238,21,1,21,11067,11087,0.13,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4302,Pair30_5,XM_006497531,95.0,20,1,20,11084,11103,0.42,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4303,Pair31_5,XM_006497531,95.0,20,1,20,11084,11103,0.42,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4304,Pair32_5,XM_006497531,95.0,20,1,20,11084,11103,0.42,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4305,Pair33_5,XM_006497531,95.0,20,1,20,11084,11103,0.42,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4306,Pair34_5,XM_006497531,95.0,20,1,20,11084,11103,0.42,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4308,Pair56_3,XM_006497531,95.0,20,1,20,11221,11202,0.42,minus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4310,Pair64_3,XM_006497531,100.0,18,1,18,11183,11166,0.027,minus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4311,Pair65_5,XM_006497531,95.238,21,1,21,11067,11087,0.13,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4312,Pair66_5,XM_006497531,95.238,21,1,21,11066,11086,0.13,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4313,Pair67_5,XM_006497531,95.0,20,1,20,11068,11087,0.42,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4314,Pair68_5,XM_006497531,95.238,21,1,21,11067,11087,0.13,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4315,Pair69_5,XM_006497531,95.238,21,1,21,11067,11087,0.13,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4316,Pair70_5,XM_006497531,95.0,20,1,20,11084,11103,0.42,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4317,Pair71_5,XM_006497531,95.0,20,1,20,11084,11103,0.42,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4318,Pair72_5,XM_006497531,95.0,20,1,20,11084,11103,0.42,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4319,Pair73_5,XM_006497531,95.0,20,1,20,11084,11103,0.42,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4320,Pair74_5,XM_006497531,95.0,20,1,20,11084,11103,0.42,plus,XM_006497531,ENSMUST00000114702,Plxdc2,True,True
4322,Pair16_3,XM_036157346,95.0,20,1,20,17349,17330,0.42,minus,XM_036157346,ENSMUST00000179002,Unc79,True,True
4324,Pair24_3,XM_036157346,100.0,17,1,17,17311,17295,0.11,minus,XM_036157346,ENSMUST00000179002,Unc79,True,True
4325,Pair25_5,XM_036157346,95.238,21,1,21,17195,17215,0.13,plus,XM_036157346,ENSMUST00000179002,Unc79,True,True
4326,Pair26_5,XM_036157346,95.238,21,1,21,17194,17214,0.13,plus,XM_036157346,ENSMUST00000179002,Unc79,True,True
4327,Pair27_5,XM_036157346,95.0,20,1,20,17196,17215,0.42,plus,XM_036157346,ENSMUST00000179002,Unc79,True,True
4328,Pair28_5,XM_036157346,95.238,21,1,21,17195,17215,0.13,plus,XM_036157346,ENSMUST00000179002,Unc79,True,True
4329,Pair29_5,XM_036157346,95.238,21,1,21,17195,17215,0.13,plus,XM_036157346,ENSMUST00000179002,Unc79,True,True
4337,Pair56_3,XM_036157346,95.0,20,1,20,17349,17330,0.42,minus,XM_036157346,ENSMUST00000179002,Unc79,True,True
4339,Pair64_3,XM_036157346,100.0,17,1,17,17311,17295,0.11,minus,XM_036157346,ENSMUST00000179002,Unc79,True,True
4340,Pair65_5,XM_036157346,95.238,21,1,21,17195,17215,0.13,plus,XM_036157346,ENSMUST00000179002,Unc79,True,True
